Title,City,State,Group,Ideology,Headquarters,Statewide,Year
Blood and Honour,Liberty,Missouri,,Racist Skinhead,,,2003
Blood and Honour,Richardson,Texas,,Racist Skinhead,,,2003
Blood and Honour,Salem,Ohio,,Racist Skinhead,,,2003
Blood and Honour,San Antonio,Texas,,Racist Skinhead,,,2003
Blood and Honour,Traverse City,Michigan,,Racist Skinhead,,,2003
Blood and Honour,Wheatland,Pennsylvania,,Racist Skinhead,,,2003
Brotherhood of Klans Knights of the KKK,Hurley,Wisconsin,,Ku Klux Klan,,,2003
Brotherhood of Klans Knights of the KKK,Omaha,Nebraska,,Ku Klux Klan,,,2003
Brotherhood of Klans Knights of the KKK,Prospect Heights,Illinois,,Ku Klux Klan,,,2003
Brotherhood of Klans Knights of the KKK,Westfield,Wisconsin,,Ku Klux Klan,,,2003
By Yahweh's Design,Stevensville,Michigan,,Christian Identity,,,2003
National Coalition for Immigration Reform (formerly California Coalition for Immigration Reform),Huntington Beach,California,,Anti-Immigrant,,,2003
Carolina White Knights of the KKK,Charleston,South Carolina,,Ku Klux Klan,,,2003
Carolina White Knights of the KKK,Lexington,South Carolina,,Ku Klux Klan,,,2003
Charles Darwin Research Institute,Port Huron,Michigan,,White Nationalist,,,2003
Christ's Gospel Fellowship,Spokane,Washington,,Christian Identity,,,2003
Christian Defense League,Arabi,Louisiana,,Neo-Nazi,,,2003
Christian Research,Eureka Springs,Arkansas,,Christian Identity,,,2003
Christian Separatist Church Society,Kodak,Tennessee,,Christian Identity,,,2003
Church of Israel,Schell City,Missouri,,Christian Identity,,,2003
Church of Jesus Christ Christian/Aryan Nations,Bergman,Arkansas,,Christian Identity,,,2003
Church of the Sons of YHVH,Calhoun,Louisiana,,Christian Identity,,,2003
Church of True Israel,Noxon,Montana,,Christian Identity,,,2003
Cleveland Knights of the KKK,Lawndale,North Carolina,,Ku Klux Klan,,,2003
Confederate Crusaders,Homer,Louisiana,,Ku Klux Klan,,,2003
Confederate Hammerskins,Jacksonville,Florida,,Racist Skinhead,,,2003
Confederate Hammerskins,Marietta,Georgia,,Racist Skinhead,,,2003
Confederate Hammerskins,,North Carolina,,Racist Skinhead,,Yes,2003
Confederate Knights of the KKK,Henderson,North Carolina,,Ku Klux Klan,,,2003
Connecticut White Wolves,Stratford,Connecticut,,Racist Skinhead,,,2003
"Conservative Citizens Foundation, Inc.",Bridgeton,Missouri,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Atlanta,Georgia,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Bakersfield,California,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Baton Rouge,Louisiana,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Birmingham,Alabama,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Byram,Mississippi,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Calhoun City,Mississippi,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Chattanooga,Tennessee,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Chickasaw County,Mississippi,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Clemmons,North Carolina,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Cleveland,Tennessee,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Cleveland,Ohio,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Falls Church,Virginia,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Grove City,Ohio,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Holly Springs,Mississippi,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Huntsville,Alabama,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Iron County,Missouri,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Jackson,Mississippi,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Jacksonville,Florida,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Jasper,Alabama,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Leflore County,Mississippi,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Little Rock,Arkansas,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Memphis,Tennessee,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Montgomery,Alabama,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Morganton,North Carolina,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,New Orleans,Louisiana,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,New York,New York,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Norcross,Georgia,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Paragon,Indiana,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Raleigh,North Carolina,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Revere,Pennsylvania,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Richmond,Virginia,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Saluda,South Carolina,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,St. Louis,Missouri,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,St. Louis,Missouri,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Tampa Bay,Florida,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Upstate New York,New York,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Vaiden,Mississippi,Council of Conservative Citizens,White Nationalist,,,2003
Council of Conservative Citizens,Webster County,Mississippi,Council of Conservative Citizens,White Nationalist,,,2003
Covenant Church of Yahweh,Pipestone,Minnesota,,Christian Identity,,,2003
Creativity Movement,Clearwater,Florida,Creativity Movement,Neo-Nazi,,,2003
Creativity Movement,Newport News,Virginia,Creativity Movement,Neo-Nazi,,,2003
Creativity Movement,Pittsburg,Pennsylvania,Creativity Movement,Neo-Nazi,,,2003
Creativity Movement,Riverton,Wyoming,Creativity Movement,Neo-Nazi,,,2003
Creativity Movement,,Massachusetts,Creativity Movement,Neo-Nazi,,Yes,2003
Crusade for Christ,North Little Rock,Arkansas,,Christian Identity,,,2003
Diehard Records,Chesapeake,Ohio,,Hate Music,,,2003
East Coast Hate Crew,Toms River,New Jersey,,Racist Skinhead,,,2003
East Coast Hate Crew,Tuckerton,New Jersey,,Racist Skinhead,,,2003
Eastern Hammerskins,Brick,New Jersey,,Racist Skinhead,,,2003
Eastern Hammerskins,Howell,New Jersey,,Racist Skinhead,,,2003
Eastern Hammerskins,Point Pleasant,New Jersey,,Racist Skinhead,,,2003
European American Culture Council,Sacramento,California,,General Hate,,,2003
European-American Unity and Rights Organization,Ames,Iowa,,White Nationalist,,,2003
European-American Unity and Rights Organization,Charleston County,South Carolina,,White Nationalist,,,2003
European-American Unity and Rights Organization,Cleveland,Ohio,,White Nationalist,,,2003
European-American Unity and Rights Organization,Coeur d'Alene,Idaho,,White Nationalist,,,2003
European-American Unity and Rights Organization,Columbia,South Carolina,,White Nationalist,,,2003
European-American Unity and Rights Organization,Columbus,Georgia,,White Nationalist,,,2003
European-American Unity and Rights Organization,Franklinton,Louisiana,,White Nationalist,,,2003
European-American Unity and Rights Organization,Hanceville,Alabama,,White Nationalist,,,2003
European-American Unity and Rights Organization,Irving,Texas,,White Nationalist,,,2003
European-American Unity and Rights Organization,Jacksonville,Florida,,White Nationalist,,,2003
European-American Unity and Rights Organization,Mandeville,Louisiana,,White Nationalist,,,2003
European-American Unity and Rights Organization,Pittsburgh,Pennsylvania,,White Nationalist,,,2003
European-American Unity and Rights Organization,Richmond,Virginia,,White Nationalist,,,2003
European-American Unity and Rights Organization,Ripley,Mississippi,,White Nationalist,,,2003
European-American Unity and Rights Organization,Seattle,Washington,,White Nationalist,,,2003
European-American Unity and Rights Organization,Shreveport,Louisiana,,White Nationalist,,,2003
European-American Unity and Rights Organization,Southaven,Mississippi,,White Nationalist,,,2003
European-American Unity and Rights Organization,Thibodaux,Louisiana,,White Nationalist,,,2003
European-American Unity and Rights Organization,Tulsa,Oklahoma,,White Nationalist,,,2003
European-American Unity and Rights Organization,Woodruff,South Carolina,,White Nationalist,,,2003
Excalibur Productions,Johnstown,Ohio,,Christian Identity,,,2003
Faith Baptist Church and Ministry,Summerville,South Carolina,,Christian Identity,,,2003
Fellowship of God's Covenant People,Burlington,Kentucky,,Christian Identity,,,2003
Final Stand Records,Newark,Delaware,,Hate Music,,,2003
Flaming Sword Knights of the Ku Klux Klan,South Vineland,New Jersey,,Ku Klux Klan,,,2003
Free Knights of the KKK,Buchanan,Georgia,,Ku Klux Klan,,,2003
Free Knights of the KKK,Hiram,Georgia,,Ku Klux Klan,,,2003
Free Knights of the KKK,Madison,North Carolina,,Ku Klux Klan,,,2003
Free Knights of the KKK,,New York,,Ku Klux Klan,,Yes,2003
FreeMississippi,Perkinston,Mississippi,,Neo-Confederate,,,2003
FreeSouth,Wiggins,Mississippi,,Neo-Confederate,,,2003
German American Nationalist PAC,Pensacola,Florida,,Neo-Nazi,,,2003
Golden State Skinheads,San Luis Obispo,California,,Racist Skinhead,,,2003
Gospel Broadcasting Association,Houston,Texas,,Christian Identity,,,2003
Gospel Ministries,Boise,Idaho,,Christian Identity,,,2003
Great Tennessee Knights of the KKK,Telford,Tennessee,,Ku Klux Klan,,,2003
Heritage and Destiny,Ashburn,Virginia,,White Nationalist,,,2003
House of Yahweh,New Tazewell,Tennessee,,Christian Identity,,,2003
Hypatia Publishing,Vancouver,Washington,,White Nationalist,,,2003
Hypatia Publishing,,Connecticut,,White Nationalist,,Yes,2003
Imperial Guard Ku Klux Klan,Sparta,Missouri,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Amelia,Ohio,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Bankston,Alabama,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Boothwyn,Pennsylvania,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Center Point,Indiana,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Churchville,Maryland,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Cincinnati,Ohio,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Colt,Arkansas,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Cunningham,Tennessee,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Dawson Springs,Kentucky,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Downsville,Louisiana,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,El Dorado,Arkansas,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Gainesville,Florida,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Gregory,Michigan,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Harrisonburg,Virginia,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Hometown,West Virginia,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Joiner,Arkansas,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Lakin,Kansas,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Lawton,Oklahoma,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Litchfield,Illinois,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Louisville,Kentucky,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Magnolia,Arkansas,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Mapaville,Missouri,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Mesa,Arizona,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Newport Beach,California,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Orangevale,California,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Powderly,Kentucky,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Shirly,New York,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,St. Mary's,Georgia,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,St. Marys,Ohio,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Sterling,Ohio,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Ty TY,Georgia,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Virginia Beach,Virginia,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Walkertown,North Carolina,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,Washington,District of Columbia,,Ku Klux Klan,,,2003
Imperial Klans of America Knights of the KKK,,Texas,,Ku Klux Klan,,Yes,2003
Imperial Klans of America Knights of the KKK,,Iowa,,Ku Klux Klan,,Yes,2003
Institute for Historical Review,Newport Beach,California,Institute for Historical Review,Holocaust Denial,,,2003
International Keystone Knights of the KKK,Cleveland,Ohio,,Ku Klux Klan,,,2003
International Keystone Knights of the KKK,Colt,Arkansas,,Ku Klux Klan,,,2003
International Keystone Knights of the KKK,Johnstown,Pennsylvania,,Ku Klux Klan,,,2003
International National Socialist Party,Cheyenne,Wyoming,,Neo-Nazi,,,2003
Invisible Empire Knights of the Ku Klux Klan,Conroe,Texas,,Ku Klux Klan,,,2003
Invisible Empire of the International Knights,Enoree,South Carolina,,Ku Klux Klan,,,2003
Invisible Empire White Knights of the Ku Klux Klan,Washington,Pennsylvania,,Ku Klux Klan,,,2003
Invisible Knights of the Ku Klux Klan,Fort Wayne,Indiana,,Ku Klux Klan,,,2003
Jewish Defense League,Brookdale,California,,General Hate,,,2003
Jewish Defense League,Brooklyn,New York,,General Hate,,,2003
Jewish Defense League,D'Iberville,Mississippi,,General Hate,,,2003
Jewish Defense League,Fort Lauderdale,Florida,,General Hate,,,2003
Jewish Defense League,Fredricksburg,Virginia,,General Hate,,,2003
Jewish Defense League,Kent,Ohio,,General Hate,,,2003
Jewish Defense League,Kingman,Arizona,,General Hate,,,2003
Jewish Defense League,Los Angeles,California,,General Hate,,,2003
Jewish Defense League,Philadelphia,Pennsylvania,,General Hate,,,2003
Jewish Defense League,Phoenix,Arizona,,General Hate,,,2003
Jewish Defense League,Reno,Nevada,,General Hate,,,2003
Jewish Defense League,Revere,Massachusetts,,General Hate,,,2003
Jewish Defense League,Rochester,New York,,General Hate,,,2003
Jewish Defense League,Sacramento,California,,General Hate,,,2003
Jewish Defense League,Skokie,Illinois,,General Hate,,,2003
Jewish Defense League,Tampa,Florida,,General Hate,,,2003
Jewish Defense League,,New Jersey,,General Hate,,Yes,2003
Keystone State Skinheads,Altoona,Pennsylvania,,Racist Skinhead,,,2003
Keystone State Skinheads,Harrisburg,Pennsylvania,,Racist Skinhead,,,2003
Keystone State Skinheads,Lancaster,Pennsylvania,,Racist Skinhead,,,2003
Keystone State Skinheads,Philadelphia,Pennsylvania,,Racist Skinhead,,,2003
Keystone State Skinheads,Youngwood,Pennsylvania,,Racist Skinhead,,,2003
Kingdom Identity Ministries,Harrison,Arkansas,Kingdom Identity Ministries ,Christian Identity,,,2003
Kinsman Redeemer Ministries,Tacoma,Washington,,Christian Identity,,,2003
Knight Riders of the KKK,Daniels,West Virginia,,Ku Klux Klan,,,2003
Knights of Bedford Forest of the KKK,Greenville,Tennessee,,Ku Klux Klan,,,2003
Knights of the Ku Klux Klan,Concord,Arkansas,Knights of the Ku Klux Klan,Ku Klux Klan,,,2003
Knights of the Ku Klux Klan,Harrison,Arkansas,Knights of the Ku Klux Klan,Ku Klux Klan,,,2003
Knights of the Ku Klux Klan,Newport,Tennessee,Knights of the Ku Klux Klan,Ku Klux Klan,,,2003
Knights of the Ku Klux Klan,Reno,Nevada,Knights of the Ku Klux Klan,Ku Klux Klan,,,2003
Knights of the True Cross,,Georgia,,Ku Klux Klan,,Yes,2003
Knights of the White Kamellia,Germantown,Ohio,,Ku Klux Klan,,,2003
Knights of Yahweh,Danridge,Tennessee,,Ku Klux Klan,,,2003
Knights of Yahweh,Morristown,Tennessee,,Ku Klux Klan,,,2003
KKK LLC,Compton,Arkansas,,Hate Music,,,2003
Lawrence Dennis Institute,Fairfax,Virginia,,White Nationalist,,,2003
League of the South,Abbeville,South Carolina,League of the South,Neo-Confederate,,,2003
League of the South,Adairsville,Georgia,League of the South,Neo-Confederate,,,2003
League of the South,Aiken,South Carolina,League of the South,Neo-Confederate,,,2003
League of the South,Aiken County,South Carolina,League of the South,Neo-Confederate,,,2003
League of the South,Anderson,South Carolina,League of the South,Neo-Confederate,,,2003
League of the South,Apopka,Florida,League of the South,Neo-Confederate,,,2003
League of the South,Asheville,North Carolina,League of the South,Neo-Confederate,,,2003
League of the South,Athens,Georgia,League of the South,Neo-Confederate,,,2003
League of the South,Augusta,Georgia,League of the South,Neo-Confederate,,,2003
League of the South,Austin,Texas,League of the South,Neo-Confederate,,,2003
League of the South,Bamberg,South Carolina,League of the South,Neo-Confederate,,,2003
